id,hebrew,transliterated
97159,תוכנית,twknit
97160,זו,zw
97161,נדחתה,ndxth
97162,עד,yd
97163,היום,hiwm
97164,על,yl
97165,המתנדבים,hmtndbim
97166,מאבקם,mabqm
97167,של,el
97168,ארגוני,argwni
97169,המתנדבים,hmtndbim
97170,לקיים,lqiim
97171,את,at
97172,השביתה,hebith
97173,העובדים,hywbdim
97174,היא,hia
97175,הסיבה,hsibh
97176,של,el
97177,קבע,qby
97178,אולמרט,awlmrv
97179,הנחה,hnxh
97180,את,at
97181,דוד,dwd
97182,אדום,adwm
97183,להבטיח,lhbvix
97184,את,at
97185,קיומם,qiwmm
97186,של,el
97187,שירותי,eirwti
97188,הצלה,hclh
97189,וחרום,wxrwm
97190,בעת,byt
97191,השבתת,hebtt
97192,התחנות,htxnwt
97193,מדובר,mdwbr
97194,בין,bin
97195,השאר,hear
97196,בפניה,bpnih
97197,למשטרת,lmevrt
97198,ישראל,ieral
97199,שתפעיל,etpyil
97200,בעת,byt
97201,הצורך,hcwrk
97202,ניידות,niidwt
97203,משטרה,mevrh
97204,ראשונה,raewnh
97205,המשטרה,hmevrh
97206,כולל,kwll
97207,אמבולנסים,ambwlnsim
97208,באותם,bawtm
97209,מקומות,mqwmwt
97210,שתחנות,etxnwt
97211,מושבתות,mwebtwt
97212,במקביל,bmqbil
97213,תיעשה,tiyeh
97214,פניה,pnih
97215,לקצין,lqcin
97216,רפואה,rpwah
97217,של,el
97218,לקבל,lqbl
97219,במידת,bmidt
97220,הצורך,hcwrk
97221,סיוע,siwy
97222,שירותי,eirwti
97223,העזרה,hyzrh
97224,הראשונה,hraewnh
97225,הצבא,hcba
97226,יצויין,icwiin
97227,כי,ki
97228,חוק,xwq
97229,מעוכב,mywkb
97230,בשלב,belb
97231,בוועדת,bwwydt
97232,והרווחה,whrwwxh
97233,של,el
97234,הכנסת,hknst
97235,בשל,bel
97236,לחץ,lxc
97237,של,el
97238,סיעות,siywt
97239,האופוזיציה,hawpwzicih
97240,על,yl
97241,להעניק,lhyniq
97242,סמכויות,smkwiwt
97243,השר,her
97244,הוועדה,hwwydh
97245,אורה,awrh
97246,נמיר,nmir
97247,אמרה,amrh
97248,שש,ee
97249,שנות,enwt
97250,כהונתי,khwnti
97251,כל,kl
97252,ההבטחות,hhbvxwt
97253,של,el
97254,העומדים,hywmdim
97255,בראש,brae
97256,הארגון,hargwn
97257,לשפר,lepr
97258,את,at
97259,המצב,hmcb
97260,מדחי,mdxi
97261,לדחי,ldxi
97262,היום,hiwm
97263,אין,ain
97264,ברירה,brirh
97265,צריך,crik
97266,את,at
97267,החוק,hxwq
97268,כדי,kdi
97269,סמכויות,smkwiwt
97270,ועדת,wydt
97271,העבודה,hybwdh
97272,והרווחה,whrwwxh
97273,לא,la
97274,תוכל,twkl
97275,לאחר,laxr
97276,החקיקה,hxqiqh
97277,להתערב,lhtyrb
97278,עוד,ywd
97279,בתפקוד,btpqwd
97280,לכן,lkn
97281,לפני,lpni
97282,שנותנים,enwtnim
97283,שר,er
97284,הבריאות,hbriawt
97285,סמכויות,smkwiwt
97286,יש,ie
97287,צורך,cwrk
97288,יקצה,iqch
97289,את,at
97290,כל,kl
97291,המשאבים,hmeabim
97292,הדרושים,hdrweim
97293,את,at
97294,הוועדה,hwwydh
97295,לא,la
97296,קובעת,qwbyt
97297,מה,mh
97298,וכמה,wkmh
97299,דורשת,dwret
97300,התחייבות,htxiibwt
97301,של,el
97302,האוצר,hawcr
97303,כתנאי,ktnai
97304,לאישור,laiewr
97305,התיקון,htiqwn
97306,לחוק,lxwq
97307,רן,rn
97308,כהן,khn
97309,רץ,rc
97310,התלונן,htlwnn
97311,אתמול,atmwl
97312,אצל,acl
97313,היועץ,hiwyc
97314,לממשלה,lmmelh
97315,יוסף,iwsp
97316,חריש,xrie
97317,נגד,ngd
97318,שר,er
97319,שהוא,ehwa
97320,מכנה,mknh
97321,איומי,aiwmi
97322,כלפי,klpi
97323,הכנסת,hknst
97324,כהן,khn
97325,שמשרד,emerd
97326,האוצר,hawcr
97327,מודה,mwdh
97328,כי,ki
97329,יש,ie
97330,בידו,bidw
97331,לשלם,lelm
97332,את,at
97333,משכורותיהם,mekwrwtihm
97334,של,el
97335,עובדי,ywbdi
97336,הרי,hri
97337,שהשר,eher
97338,מודעי,mwdyi
97339,מתנה,mtnh
97340,את,at
97341,תשלום,telwm
97342,המשכורות,hmekwrwt
97343,בכך,bkk
97344,שוועדת,ewwydt
97345,העבודה,hybwdh
97346,והרווחה,whrwwxh
97347,של,el
97348,תקבל,tqbl
97349,את,at
97350,לחוק,lxwq
97351,תפיסת,tpist
97352,האוצר,hawcr
97353,כהן,khn
97354,קרא,qra
97355,להתאזר,lhtazr
97356,בסבלנות,bsblnwt
97357,ולעכב,wlykb
97358,את,at
97359,שביתתם,ebittm
97360,ואמר,wamr
97361,אין,ain
97362,לסבול,lsbwl
97363,איומי,aiwmi
97364,שר,er
97365,על,yl
97366,עובדים,ywbdim
97367,לבני,lbni
97368,ערובה,yrwbh
97369,הוחלט,hwxlv
97370,חייל,xiil
97371,אילן,ailn
97372,סעדון,sydwn
97373,חלל,xll
97374,לאחר,laxr
97375,נעדר,nydr
97376,מאז,maz
97377,נחטף,nxvp
97378,בחודש,bxwde
97379,מאי,mai
97380,על,yl
97381,ידי,idi
97382,מחבלים,mxblim
97383,גופתו,gwptw
97384,של,el
97385,סעדון,sydwn
97386,לא,la
97387,עד,yd
97388,היום,hiwm
97389,הגיעו,hgiyw
97390,נציגי,ncigi
97391,המשפחה,hmepxh
97392,באשקלון,baeqlwn
97393,פומרנץ,pwmrnc
97394,נפגעים,npgyim
97395,מסרה,msrh
97396,את,at
97397,ההחלטה,hhxlvh
97398,לאימו,laimw
97399,של,el
97400,אילן,ailn
97401,סעדון,sydwn
97402,סעדון,sydwn
97403,האם,ham
97404,קיבלה,qiblh
97405,את,at
97406,ההחלטה,hhxlvh
97407,בתדהמה,btdhmh
97408,מקורות,mqwrwt
97409,בכירים,bkirim
97410,מסרו,msrw
97411,אמש,ame
97412,כי,ki
97413,ההחלטה,hhxlvh
97414,את,at
97415,הסטטוס,hsvvws
97416,לגביו,lgbiw
97417,מנעדר,mnydr
97418,לחלל,lxll
97419,באה,bah
97420,בעקבות,byqbwt
97421,רבים,rbim
97422,שנערכו,enyrkw
97423,באגף,bagp
97424,כח,kx
97425,בראשותו,braewtw
97426,של,el
97427,האלוף,halwp
97428,רן,rn
97429,גורן,gwrn
97430,פי,pi
97431,קריטריונים,qrivriwnim
97432,ברבנות,brbnwt
97433,הצבאית,hcbait
97434,ועל,wyl
97435,המלצה,hmlch
97436,של,el
97437,הרב,hrb
97438,הצבאי,hcbai
97439,הראשי,hraei
97440,גד,gd
97441,נבון,nbwn
97442,גובשה,gwbeh
97443,ההחלטה,hhxlvh
97444,להכריז,lhkriz
97445,על,yl
97446,כחלל,kxll
97447,ועתה,wyth
97448,ניתן,nitn
97449,יהיה,ihih
97450,להקים,lhqim
97451,לו,lw
97452,מצבה,mcbh
97453,כבר,kbr
97454,לפני,lpni
97455,שנה,enh
97456,לערך,lyrk
97457,הומלץ,hwmlc
97458,למשפחתו,lmepxtw
97459,החייל,hxiil
97460,להסכים,lhskim
97461,להכריז,lhkriz
97462,עליו,yliw
97463,כחלל,kxll
97464,אך,ak
97465,ובני,wbni
97466,המשפחה,hmepxh
97467,האחרים,haxrim
97468,התנגדו,htngdw
97469,לשינוי,leinwi
97470,הסטטוס,hsvvws
97471,הם,hm
97472,לחצו,lxcw
97473,על,yl
97474,הצבא,hcba
97475,להמשיך,lhmeik
97476,בחיפושים,bxipweim
97477,מידי,midi
97478,פעם,pym
97479,אך,ak
97480,עד,yd
97481,לא,la
97482,נמצאה,nmcah
97483,הגופה,hgwph
97484,קפידבינאילן,qpidbinailn
97485,סעדון,sydwn
97486,בן,bn
97487,81,81
97488,וחצי,wxci
97489,הוא,hwa
97490,על,yl
97491,ידי,idi
97492,שני,eni
97493,מחבלים,mxblim
97494,מחמוד,mxmwd
97495,ומחמוד,wmxmwd
97496,מבחוח,mbxwx
97497,הוא,hwa
97498,יצא,ica
97499,מבסיסו,mbsisw
97500,במאי,bmai
97501,אמור,amwr
97502,להגיע,lhgiy
97503,באשקלון,baeqlwn
97504,יחד,ixd
97505,עמו,ymw
97506,יצא,ica
97507,ליחידה,lixidh
97508,יורם,iwrm
97509,אמרוסי,amrwsi
97510,שני,eni
97511,החיילים,hxiilim
97512,יצאו,icaw
97513,מאזור,mazwr
97514,לטרון,lvrwn
97515,ונסעו,wnsyw
97516,בטרמף,bvrmp
97517,במכונית,bmkwnit
97518,מסוג,mswg
97519,פורד,pwrd
97520,פייסטה,piisvh
97521,בה,bh
97522,קצין,qcin
97523,בדרגת,bdrgt
97524,סרן,srn
97525,הקצין,hqcin
97526,אמר,amr
97527,לשני,leni
97528,כי,ki
97529,הוא,hwa
97530,לגדרה,lgdrh
97531,נסעו,nsyw
97532,עימו,yimw
97533,עד,yd
97534,צומת,cwmt
97535,מסמיה,msmih
97536,בצומת,bcwmt
97537,מסמיה,msmih
97538,אמרוסי,amrwsi
97539,וסעדון,wsydwn
97540,בתחנת,btxnt
97541,הסעה,hsyh
97542,לכיוון,lkiwwn
97543,כעבור,kybwr
97544,מחצית,mxcit
97545,השעה,heyh
97546,הגיע,hgiy
97547,למקום,lmqwm
97548,מכונית,mkwnit
97549,סוברו,swbrw
97550,בצבע,bcby
97551,98,98
97552,ובתוכה,wbtwkh
97553,שני,eni
97554,אנשים,aneim
97555,חובשי,xwbei
97556,כיפות,kipwt
97557,אחד,axd
97558,מהם,mhm
97559,עם,ym
97560,זקן,zqn
97561,כשהם,kehm
97562,בגדים,bgdim
97563,של,el
97564,חרדים,xrdim
97565,היו,hiw
97566,שני,eni
97567,המחבלים,hmxblim
97568,הרוצחים,hrwcxim
97569,שני,eni
97570,המחבלים,hmxblim
97571,את,at
97572,החיילים,hxiilim
97573,לאן,lan
97574,הם,hm
97575,להגיע,lhgiy
97576,והחיילים,whxiilim
97577,ענו,ynw
97578,לאשקלון,laeqlwn
97579,אך,ak
97580,הם,hm
97581,הודיעו,hwdiyw
97582,כי,ki
97583,הם,hm
97584,לקחת,lqxt
97585,רק,rq
97586,חייל,xiil
97587,אחד,axd
97588,בגלל,bgll
97589,שיש,eie
97590,להם,lhm
97591,ציוד,ciwd
97592,במושב,bmweb
97593,האחורי,haxwri
97594,לאור,lawr
97595,איפשר,aiper
97596,לסעדון,lsydwn
97597,לעלות,lylwt
97598,לרכב,lrkb
97599,וסעדון,wsydwn
97600,התיישב,htiieb
97601,במושב,bmweb
97602,האחורי,haxwri
97603,001,001
97604,מטר,mvr
97605,של,el
97606,נסיעה,nsiyh
97607,הסתובב,hstwbb
97608,מחמוד,mxmwd
97609,נאצר,nacr
97610,לעבר,lybr
97611,סעדון,sydwn
97612,וירה,wirh
97613,שני,eni
97614,כדורים,kdwrim
97615,בראשו,braew
97616,מאקדח,maqdx
97617,על,yl
97618,פי,pi
97619,גירסת,girst
97620,החוקרים,hxwqrim
97621,נטלו,nvlw
97622,הרוצחים,hrwcxim
97623,את,at
97624,נשקו,neqw
97625,של,el
97626,חפציו,xpciw
97627,וקברו,wqbrw
97628,אותם,awtm
97629,במקום,bmqwm
97630,מסתור,mstwr
97631,שני,eni
97632,חזרו,xzrw
97633,לרצועה,lrcwyh
97634,והודיעו,whwdiyw
97635,לאיש,laie
97636,שלהם,elhm
97637,מוחמד,mwxmd
97638,כי,ki
97639,ביצעו,bicyw
97640,את,at
97641,המשימה,hmeimh
97642,והרגו,whrgw
97643,את,at
97644,שני,eni
97645,חודש,xwde
97646,כן,kn
97647,רצחו,rcxw
97648,השניים,heniim
97649,את,at
97650,החייל,hxiil
97651,סספורטס,sspwrvs
97652,שגופתו,egwptw
97653,נמצאה,nmcah
97654,כעבור,kybwr
97655,מספר,mspr
97656,חודשים,xwdeim
97657,שני,eni
97658,המחבלים,hmxblim
97659,הרוצחים,hrwcxim
97660,התחבאו,htxbaw
97661,לאחר,laxr
97662,הרצח,hrcx
97663,בשכונת,bekwnt
97664,דרג,drg
97665,בעזה,byzh
97666,ולאחר,wlaxr
97667,שטבעת,evbyt
97668,התהדקה,hthdqh
97669,סביבם,sbibm
97670,ברחו,brxw
97671,ללוב,llwb
97672,מצרים,mcrim
97673,כוחות,kwxwt
97674,הביטחון,hbivxwn
97675,בחיפושים,bxipweim
97676,אחר,axr
97677,אילן,ailn
97678,סעדון,sydwn
97679,החיפושים,hxipweim
97680,בכל,bkl
97681,הארץ,harc
97682,בעיקר,byiqr
97683,הדרום,hdrwm
97684,אך,ak
97685,גם,gm
97686,בחודשים,bxwdeim
97687,האחרונים,haxrwnim
97688,נערכו,nyrkw
97689,חיפושים,xipweim
97690,על,yl
97691,פי,pi
97692,החלטת,hxlvt
97693,במקביל,bmqbil
97694,עצרו,ycrw
97695,כוחות,kwxwt
97696,הביטחון,hbivxwn
97697,את,at
97698,מנהיג,mnhig
97699,תנועת,tnwyt
97700,החמאס,hxmas
97701,השייח,heiix
97702,אחמד,axmd
97703,יאסין,iasin
97704,וכן,wkn
97705,פעילים,pyilim
97706,בתנועת,btnwyt
97707,החמאס,hxmas
97708,וביניהם,wbinihm
97709,יוסוף,iwswp
97710,חסן,xsn
97711,שרתחה,ertxh
97712,אשר,aer
97713,הפעיל,hpyil
97714,את,at
97715,סספורטס,sspwrvs
97716,וסעדון,wsydwn
97717,לבית,lbit
97718,המשפט,hmepv
97719,בעזה,byzh
97720,הוגש,hwge
97721,כתב,ktb
97722,אישום,aiewm
97723,נגד,ngd
97724,שרתחה,ertxh
97725,כך,kk
97726,שני,eni
97727,המחבלים,hmxblim
97728,אך,ak
97729,למעשה,lmyeh
97730,כל,kl
97731,נסיונות,nsiwnwt
97732,כוחות,kwxwt
97733,הביטחון,hbivxwn
97734,את,at
97735,שרתחה,ertxh
97736,או,aw
97737,את,at
97738,השייח,heiix
97739,שיגלו,eiglw
97740,היכן,hikn
97741,הגופה,hgwph
97742,עד,yd
97743,כה,kh
97744,בתוהו,btwhw
97745,השייח,heiix
97746,אחמד,axmd
97747,אמר,amr
97748,בראיון,braiwn
97749,לפני,lpni
97750,כשנה,kenh
97751,כי,ki
97752,לא,la
97753,יודע,iwdy
97754,סעדון,sydwn
97755,ידע,idy
97756,היה,hih
97757,מספר,mspr
97758,זאת,zat
97759,לחוקרים,lxwqrim
97760,בחודשים,bxwdeim
97761,הופצו,hwpcw
97762,ידיעות,idiywt
97763,על,yl
97764,ידי,idi
97765,עוינים,ywinim
97766,כי,ki
97767,החייל,hxiil
97768,סעדון,sydwn
97769,נמצא,nmca
97770,אך,ak
97771,מקורות,mqwrwt
97772,ביטחוניים,bivxwniim
97773,דחו,dxw
97774,ההודעות,hhwdywt
97775,לאחר,laxr
97776,שמוצו,emwcw
97777,כל,kl
97778,האפשרויות,haperwiwt
97779,של,el
97780,סעדון,sydwn
97781,כחלל,kxll
97782,בוקרשט,bwqrev
97783,אי,ai
97784,פי,pi
97785,הממשלה,hmmelh
97786,ביום,biwm
97787,בדרכים,bdrkim
97788,הממשלתיות,hmmeltiwt
97789,בשל,bel
97790,דיווחים,diwwxim
97791,שחנויות,exnwiwt
97792,רבות,rbwt
97793,העלו,hylw
97794,את,at
97795,המחירים,hmxirim
97796,באורח,bawrx
97797,לא,la
97798,אי,ai
97799,השקט,heqv
97800,הכלכלי,hklkli
97801,של,el
97802,השבוע,hebwy
97803,שעבר,eybr
97804,סוכנות,swknwt
97805,הידיעות,hidiywt
97806,הממשלתית,hmmeltit
97807,רומפרס,rwmprs
97808,ציטטה,civvh
97809,משטרה,mevrh
97810,שדיווחו,ediwwxw
97811,על,yl
97812,הפקעות,hpqywt
97813,מחירים,mxirim
97814,בעקבות,byqbwt
97815,הסרת,hsrt
97816,הפיקוח,hpiqwx
97817,על,yl
97818,מרבית,mrbit
97819,המחירים,hmxirim
97820,בנובמבר,bnwbmbr
97821,מצרכי,mcrki
97822,מזון,mzwn
97823,בסיסיים,bsisiim
97824,מחירי,mxiri
97825,ושכר,wekr
97826,דירה,dirh
97827,צריכים,crikim
97828,תחת,txt
97829,פיקוח,piqwx
97830,לפחות,lpxwt
97831,עד,yd
97832,ראשית,raeit
97833,השנה,henh
97834,אבל,abl
97835,המשטרה,hmevrh
97836,מצאה,mcah
97837,שמחירי,emxiri
97838,מצרכי,mcrki
97839,בעיקר,byiqr
97840,בשר,ber
97841,גבינות,gbinwt
97842,ביצים,bicim
97843,ולחם,wlxm
97844,עלו,ylw
97845,הם,hm
97846,בכמה,bkmh
97847,חנות,xnwt
97848,מכרה,mkrh
97849,ביצים,bicim
97850,תמורת,tmwrt
97851,08,08
97852,2,2
97853,ליי,lii
97854,לביצה,lbich
97855,המחיר,hmxir
97856,הרשמי,hremi
97857,של,el
97858,05,05
97859,חנות,xnwt
97860,מכרה,mkrh
97861,שעועית,eywyit
97862,תמורת,tmwrt
97863,22,22
97864,ליי,lii
97865,לקילוגרם,lqilwgrm
97866,במקום,bmqwm
97867,52,52
97868,9,9
97869,השער,heyr
97870,הרשמי,hremi
97871,הוא,hwa
97872,53,53
97873,ליי,lii
97874,לדולר,ldwlr
97875,אנשי,anei
97876,מצאו,mcaw
97877,גם,gm
97878,שכמה,ekmh
97879,יצרני,icrni
97880,מזון,mzwn
97881,מן,mn
97882,הקמעונאים,hqmywnaim
97883,מחירים,mxirim
97884,גבוהים,gbwhim
97885,מן,mn
97886,וכמה,wkmh
97887,חנויות,xnwiwt
97888,המתינו,hmtinw
97889,עד,yd
97890,הגבוהים,hgbwhim
97891,לתוקפם,ltwqpm
97892,כדי,kdi
97893,להתחיל,lhtxil
97894,למכור,lmkwr
97895,מוצרים,mwcrim
97896,שנאגרו,enagrw
97897,בניגוד,bnigwd
97898,לחוק,lxwq
97899,עשר,yer
97900,בני,bni
97901,אדם,adm
97902,עשויים,yewiim
97903,לעמוד,lymwd
97904,על,yl
97905,הפקעת,hpqyt
97906,מחירים,mxirim
97907,ואילו,wailw
97908,26,26
97909,בני,bni
97910,אדם,adm
97911,נקנסו,nqnsw
97912,בסכום,bskwm
97913,000,000
97914,ליי,lii
97915,057,057
97916,דולר,dwlr
97917,המשכורת,hmekwrt
97918,ברומניה,brwmnih
97919,היא,hia
97920,כ000,k000
97921,3,3
97922,ליי,lii
97923,לחודש,lxwde
97924,ביום,biwm
97925,ששי,eei
97926,נמשכו,nmekw
97927,כנגד,kngd
97928,עליות,yliwt
97929,של,el
97930,האחד,haxd
97931,בנובמבר,bnwbmbr
97932,איגוד,aigwd
97933,התאחדות,htaxdwt
97934,וקבוצות,wqbwcwt
97935,אחרות,axrwt
97936,ששי,eei
97937,משותפת,mewtpt
97938,ובה,wbh
97939,גינו,ginw
97940,את,at
97941,עליות,yliwt
97942,המחירים,hmxirim
97943,המלאכותיות,hmlakwtiwt
97944,לדבריהם,ldbrihm
97945,שהכפילו,ehkpilw
97946,פי,pi
97947,שבעה,ebyh
97948,את,at
97949,מחירי,mxiri
97950,העיתונים,hyitwnim
97951,הרוב,hrwb
97952,הגדול,hgdwl
97953,של,el
97954,החנויות,hxnwiwt
97955,ברומניה,brwmnih
97956,נותרו,nwtrw
97957,בידי,bidi
97958,הממשלה,hmmelh
97959,הן,hn
97960,יימכרו,iimkrw
97961,פומבית,pwmbit
97962,בתאריך,btarik
97963,שעדיין,eydiin
97964,נקבע,nqby
97965,ראש,rae
97966,הממשלה,hmmelh
97967,פטרו,pvrw
97968,רומאן,rwman
97969,אמר,amr
97970,ביום,biwm
97971,חמישי,xmiei
97972,שהוא,ehwa
97973,תומך,twmk
97974,במגזר,bmgzr
97975,פרטי,prvi
97976,ממשיכה,mmeikh
97977,לעכב,lykb
97978,את,at
97979,הדרושים,hdrweim
97980,בינתיים,bintiim
97981,אמר,amr
97982,ראש,rae
97983,הממשלה,hmmelh
97984,ליצור,licwr
97985,תחרות,txrwt
97986,החכרת,hxkrt
97987,החנויות,hxnwiwt
97988,שר,er
97989,הכלכלה,hklklh
97990,דימארסקו,dimarsqw
97991,דיווח,diwwx
97992,ביום,biwm
97993,לממשלה,lmmelh
97994,על,yl
97995,הצעת,hcyt
97996,ההחכרה,hhxkrh
97997,אבל,abl
97998,שרים,erim
97999,ביורוקרטית,biwrwqrvit
98000,יתר,itr
98001,על,yl
98002,המידה,hmidh
98003,מעודדת,mywddt
98004,מספיק,mspiq
98005,את,at
98006,היזמים,hizmim
98007,הטלוויזיה,hvlwwizih
98008,הממלכתית,hmmlktit
98009,הרומנית,hrwmnit
98010,את,at
98011,רומאן,rwman
98012,כמבקש,kmbqe
98013,מן,mn
98014,השרים,herim
98015,לנקות,lnqwt
98016,את,at
98017,המנגנון,hmngnwn
98018,הביורוקרטי,hbiwrwqrvi
98019,השולט,hewlv
98020,המעכב,hmykb
98021,את,at
98022,הרפורמות,hrpwrmwt
98023,נשיא,neia
98024,ארגון,argwn
98025,הקבלנים,hqblnim
98026,מארק,marq
98027,טפטון,vpvwn
98028,חטיבת,xvibt
98029,הבנייה,hbniih
98030,של,el
98031,הארגון,hargwn
98032,סיימו,siimw
98033,בימים,bimim
98034,ביקור,biqwr
98035,בישראל,bieral
98036,שבו,ebw
98037,בדקו,bdqw
98038,שונות,ewnwt
98039,חברות,xbrwt
98040,בנייה,bniih
98041,בפרויקט,bprwiqv
98042,לעולים,lywlim
98043,החדשים,hxdeim
98044,את,at
98045,אירגן,airgn
98046,העסקים,hysqim
98047,צבי,cbi
98048,רום,rwm
98049,הקשור,hqewr
98050,לכמה,lkmh
98051,בנייה,bniih
98052,מובילים,mwbilim
98053,עומד,ywmd
98054,בראש,brae
98055,ארגון,argwn
98056,כ061,k061
98057,חברות,xbrwt
98058,בנייה,bniih
98059,הבונות,hbwnwt
98060,כ1,k1
98061,1,1
98062,מיליון,miliwn
98063,דיור,diwr
98064,לקראת,lqrat
98065,בואו,bwaw
98066,לישראל,lieral
98067,נפגש,npge
98068,לדברי,ldbri
98069,מקורביו,mqwrbiw
98070,עם,ym
98071,נשיא,neia
98072,בביקורם,bbiqwrm
98073,בישראל,bieral
98074,נפגשו,npgew
98075,ראשי,raei
98076,ארגון,argwn
98077,הקבלנים,hqblnim
98078,האמריקאיים,hamriqaiim
98079,עם,ym
98080,שר,er
98081,שרון,erwn
98082,משרד,merd
98083,התעשייה,htyeiih
98084,והמסחר,whmsxr
98085,עורך,ywrk
98086,סקר,sqr
98087,נרחב,nrxb
98088,כדי,kdi
98089,לבדוק,lbdwq
98090,את,at
98091,ההשלכות,hhelkwt
98092,הצפויות,hcpwiwt
98093,של,el
98094,החשיפה,hxeiph
98095,על,yl
98096,ענפי,ynpi
98097,התעשייה,htyeiih
98098,ועל,wyl
98099,מפעלים,mpylim
98100,בודדים,bwddim
98101,על,yl
98102,סמך,smk
98103,התוצאות,htwcawt
98104,המלצות,hmlcwt
98105,לגבי,lgbi
98106,הזמנים,hzmnim
98107,הליברליזציה,hlibrlizcih
98108,ביבוא,bibwa
98109,הוועדה,hwwydh
98110,שבראשה,ebraeh
98111,לסחר,lsxr
98112,חוץ,xwc
98113,מורכבת,mwrkbt
98114,מנציגי,mncigi
98115,האוצר,hawcr
98116,והמכס,whmks
98117,בין,bin
98118,האוצר,hawcr
98119,התגלעו,htglyw
98120,לאחרונה,laxrwnh
98121,דעות,dywt
98122,בנושא,bnwea
98123,יישום,iiewm
98124,התוכנית,htwknit
98125,באוצר,bawcr
98126,מבקשים,mbqeim
98127,לבטל,lbvl
98128,את,at
98129,כל,kl
98130,המינהליות,hminhliwt
98131,על,yl
98132,בינואר,binwar
98133,ואילו,wailw
98134,מבקשים,mbqeim
98135,לבדוק,lbdwq
98136,את,at
98137,ההיערכות,hhiyrkwt
98138,של,el
98139,ענף,ynp
98140,בנפרד,bnprd
98141,לפני,lpni
98142,שמכריעים,emkriyim
98143,על,yl
98144,פתיחת,ptixt
98145,על,yl
98146,הצעת,hcyt
98147,יוטלו,iwvlw
98148,מכסי,mksi
98149,מגן,mgn
98150,המוצרים,hmwcrim
98151,החדשים,hxdeim
98152,שייובאו,eiiwbaw
98153,לארץ,larc
98154,והם,whm
98155,יקוצצו,iqwccw
98156,בהדרגה,bhdrgh
98157,תקופה,tqwph
98158,של,el
98159,5,5
98160,שנים,enim
98161,במשרד,bmerd
98162,אומרים,awmrim
98163,שתקופה,etqwph
98164,זו,zw
98165,מדי,mdi
98166,ושהתעשייה,wehtyeiih
98167,המקומית,hmqwmit
98168,לא,la
98169,ההערכה,hhyrkh
98170,היא,hia
98171,שהשרים,eherim
98172,המטפלים,hmvplim
98173,בחקיקה,bxqiqh
98174,יחליטו,ixlivw
98175,להסמיך,lhsmik
98176,את,at
98177,הוועדה,hwwydh
98178,בקביעת,bqbiyt
98179,פרטי,prvi
98180,הביצוע,hbicwy
98181,האוצר,hawcr
98182,לא,la
98183,תתקבל,ttqbl
98184,מזכיר,mzkir
98185,המרכז,hmrkz
98186,החקלאי,hxqlai
98187,שמחה,emxh
98188,אסף,asp
98189,אתמול,atmwl
98190,שהשלב,ehelb
98191,במדיניותו,bmdiniwtw
98192,של,el
98193,בתחום,btxwm
98194,החקלאות,hxqlawt
98195,יהיה,ihih
98196,התרת,htrt
98197,יבוא,ibwa
98198,מתחרה,mtxrh
98199,של,el
98200,מוצרי,mwcri
98201,חקלאות,xqlawt
98202,במחירי,bmxiri
98203,היצף,hicp
98204,הצהיר,hchir
98205,החקלאים,hxqlaim
98206,יפתחו,iptxw
98207,כבר,kbr
98208,עתה,yth
98209,במהלכים,bmhlkim
98210,למנוע,lmnwy
98211,יבוא,ibwa
98212,זה,zh
98213,אסף,asp
98214,שדיבר,edibr
98215,בישיבה,bieibh
98216,של,el
98217,ראשי,raei
98218,המרכז,hmrkz
98219,החקלאי,hxqlai
98220,התריע,htriy
98221,שהתרת,ehtrt
98222,יבוא,ibwa
98223,מתחרה,mtxrh
98224,של,el
98225,עלולה,ylwlh
98226,להנחית,lhnxit
98227,מכת,mkt
98228,מוות,mwwt
98229,על,yl
98230,משקים,meqim
98231,רבים,rbim
98232,ולזרז,wlzrz
98233,את,at
98234,התהליך,hthlik
98235,של,el
98236,נטישת,nviet
98237,החקלאות,hxqlawt
98238,לדבריו,ldbriw
98239,האחרונות,haxrwnwt
98240,קטן,qvn
98241,מספר,mspr
98242,העוסקים,hywsqim
98243,בחקלאות,bxqlawt
98244,למגמת,lmgmt
98245,האוצר,hawcr
98246,לביטול,lbivwl
98247,הסובסידיות,hswbsidiwt
98248,ולהפסקת,wlhpsqt
98249,התכנון,htknwn
98250,בחקלאות,bxqlawt
98251,וטען,wvyn
98252,אלה,alh
98253,יחמירו,ixmirw
98254,מאד,mad
98255,את,at
98256,מצבו,mcbw
98257,של,el
98258,החקלאי,hxqlai
98259,שכן,ekn
98260,הם,hm
98261,יגרמו,igrmw
98262,לעליית,lyliit
98263,מחירים,mxirim
98264,לירידה,liridh
98265,בצריכה,bcrikh
98266,של,el
98267,חקלאית,xqlait
98268,טרייה,vriih
98269,לדברי,ldbri
98270,אסף,asp
98271,הניסיון,hnisiwn
98272,מראה,mrah
98273,בצריכה,bcrikh
98274,עלולה,ylwlh
98275,להגיע,lhgiy
98276,לכדי,lkdi
98277,01,01
98278,תגרום,tgrwm
98279,של,el
98280,מלאי,mlai
98281,תוצרת,twcrt
98282,החקלאים,hxqlaim
98283,ביטול,bivwl
98284,הסובסידיות,hswbsidiwt
98285,והפסקת,whpsqt
98286,התכנון,htknwn
98287,בענפי,bynpi
98288,החקלאות,hxqlawt
98289,יפגעו,ipgyw
98290,בישובי,biewbi
98291,הספר,hspr
98292,אמר,amr
98293,אסף,asp
98294,לדבריו,ldbriw
